,Tweets
327,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
328,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
329,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
330,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
331,"b'Can\xe2\x80\x99t find my car in parking lot = #UtterPanic! With the #GalaxySmartTag, I could tag my car &amp; find it calmly. #SmartTagYoureIt, tell @SamsungMobileSA what your 1st reaction is &amp; enter the draw to WIN a #GalaxyS21, Smart Tag &amp; Buds pro! Ts&amp;Cs apply'"
332,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
333,"b'RT @SamsungMobileSA: Thank you to @Gqdotcoza\xe2\x80\x99s Editor in Chief, @MolifeK. The #GalaxyS21 is indeed advanced and \xf0\x9d\x97\x98\xf0\x9d\x97\xa3\xf0\x9d\x97\x9c\xf0\x9d\x97\x96 in\xf0\x9f\x91\x8fevery\xf0\x9f\x91\x8fsingle\xf0\x9f\x91\x8fway!\xe2\x80\xa6'"
334,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
335,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
336,b'In Galaxy week you can get amazing offers such as 70% off on screen replacement. #GalaxyS21'
337,b'RT @Almanz_art: Spaceship Pillow Sham https://t.co/9sjInK9WVN \n10% off Today \n#Accessories #bedroom #Homeoftheyear #homedesigns #homedecora\xe2\x80\xa6'
338,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
339,b'A must have phone for a perfect style statement and technology\n#GalaxyS21'
340,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
341,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
342,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
343,"b""RT @vijumicro1985: @SamsungIndia @NGTIndia Here's my perfect screenshot \xe2\x9d\xa4\xef\xb8\x8f \nDear Team \xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x91\x87\n@SamsungIndia\n\n#8KVideoSnap #GalaxyS21 \n#ContestA\xe2\x80\xa6"""
344,b'A must have phone for a perfect style statement and technology\n#GalaxyS21 https://t.co/9oR7fnuHSg'
345,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
346,b'Spen is there to compliment your #GalaxyS21 https://t.co/Z8opQxdOgD'
347,b'For the most amazing features including smart tag you gotta buy #GalaxyS21 series https://t.co/M09xTIhwph'
348,b'Love the camera result\n#GalaxyS21 https://t.co/LjZKMih6lY'
349,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
350,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
351,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
352,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
353,b'In Galaxy week you can get amazing offers such as 70% off on screen replacement. #GalaxyS21'
354,b'Love the colours\n#GalaxyS21 https://t.co/ZWiWydtdFf'
355,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
356,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
357,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
358,b'Look at the captivating clicks by  #GalaxyS21 https://t.co/YW4Qkhv3F8'
359,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
360,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
361,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
362,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
363,b'@itsbee009 Just wow!! #GalaxyS21'
364,b'@maha_haaa Its awesome. #GalaxyS21'
365,b'@madihak815 Exactly. #GalaxyS21'
366,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
367,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
368,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
369,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
370,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
371,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
372,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
373,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
374,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
375,"b'RT @SamsungIndia: It\xe2\x80\x99s easy to record now, &amp; snap later with the new #GalaxyS21 Ultra 5G &amp; its 8K Video Snap feature! Screenshot the first-\xe2\x80\xa6'"
376,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
377,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
378,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
379,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
380,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
381,"b'RT @SamsungIndia: It\xe2\x80\x99s easy to record now, &amp; snap later with the new #GalaxyS21 Ultra 5G &amp; its 8K Video Snap feature! Screenshot the first-\xe2\x80\xa6'"
382,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
383,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
384,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
385,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
386,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
387,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
388,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
389,b'RT @SamsungMobile: It\xe2\x80\x99s all in the details. Literally. Upgrade to epic details with a 108MP camera of the new #GalaxyS21 Ultra that capture\xe2\x80\xa6'
390,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
391,"b'Have a lot on my mind so I chose #MemorizeMySpot. With the #GalaxySmartTag, I have 1 less thing to worry about. #SmartTagYoureIt, tell @SamsungMobileSA what your 1st reaction is &amp; enter the draw to WIN a #GalaxyS21, Smart Tag and Buds pro! Ts&amp;Cs apply.'"
392,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
393,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
394,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
395,b'RT @SamsungMobile: It\xe2\x80\x99s all in the details. Literally. Upgrade to epic details with a 108MP camera of the new #GalaxyS21 Ultra that capture\xe2\x80\xa6'
396,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
397,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
398,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
399,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
400,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
401,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
402,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
403,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
404,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
405,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
406,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
407,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
408,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
409,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
410,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
411,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
412,"b'Can\xe2\x80\x99t find my car in parking lot = #UtterPanic! With the #GalaxySmartTag, I could tag my car &amp; find it calmly. #SmartTagYoureIt, tell @SamsungMobileSA what your 1st reaction is &amp; enter the draw to WIN a #GalaxyS21, Smart Tag &amp; Buds pro! Ts&amp;Cs apply'"
413,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
414,"b'I\xe2\x80\x99m a dreamer, my head\xe2\x80\x99s in the clouds, I think I might need to #GalaxyTagMyself when my daydreams run away with me \xef\x81\x8a. #SmartTagYoureIt, tell @SamsungMobileSA what you\xe2\x80\x99d tag 1st, enter into the draw to WIN a #GalaxyS21, Smart Tag and Buds pro! Ts&amp;Cs apply'"
415,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
416,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
417,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
418,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
419,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
420,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
421,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
422,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
423,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
424,"b'Have a lot on my mind so I chose #MemorizeMySpot. With the #GalaxySmartTag, I have 1 less thing to worry about. #SmartTagYoureIt, tell @SamsungMobileSA what your 1st reaction is &amp; enter the draw to WIN a #GalaxyS21, Smart Tag and Buds pro! Ts&amp;Cs apply.'"
425,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
426,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
427,b'@SamsungIndia @NGTIndia Done\n\n#GalaxyS21 #8KVideoSnap\n#ContestAlert #UncoverTheEpic #Samsung\n@SamsungIndia https://t.co/DKFIGWI9CU'
428,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
429,"b""@SamsungIndia @NGTIndia Here's my perfect screenshot \n\n #8KVideoSnap #GalaxyS21 #UncoverTheEpic #Samsung #ContestAlert\n\n@SamsungIndia https://t.co/UB9eixtpZl"""
430,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
431,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
432,"b'RT @SamsungIndia: It\xe2\x80\x99s easy to record now, &amp; snap later with the new #GalaxyS21 Ultra 5G &amp; its 8K Video Snap feature! Screenshot the first-\xe2\x80\xa6'"
433,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
434,"b'RT @SamsungIndia: It\xe2\x80\x99s easy to record now, &amp; snap later with the new #GalaxyS21 Ultra 5G &amp; its 8K Video Snap feature! Screenshot the first-\xe2\x80\xa6'"
435,"b""Here's my perfect Screenshot.\n\n#8KVideoSnap #GalaxyS21 #UncoverTheEpic\n#Samsung #ContestAlert \n\n@SamsungIndia https://t.co/iyNWB2oSTa https://t.co/00fO03KS65"""
436,"b""@SamsungIndia @NGTIndia Here's my perfect Screenshot.\n\n#8KVideoSnap #GalaxyS21 #UncoverTheEpic\n#Samsung #ContestAlert \n\n@SamsungIndia https://t.co/rbK5z3OTVm"""
437,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
438,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
439,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
440,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
441,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
442,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
443,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
444,"b'My dog is fam but can get into some tricky situations\xef\x81\x8a. I chose #GalaxyTagMyDog to find them whatever they get up to. #SmartTagYoureIt tell @SamsungMobileSA what you\xe2\x80\x99d tag 1st, enter the draw to WIN a #GalaxyS21, Smart Tag &amp; Buds pro! Ts&amp;Cs apply'"
445,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
446,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
447,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
448,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
449,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
450,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
451,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
452,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
453,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
454,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
455,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
456,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
457,"b'I\xe2\x80\x99m a dreamer, my head\xe2\x80\x99s in the clouds, I think I might need to #GalaxyTagMyself when my daydreams run away with me \xef\x81\x8a. #SmartTagYoureIt, tell @SamsungMobileSA what you\xe2\x80\x99d tag 1st, enter into the draw to WIN a #GalaxyS21, Smart Tag and Buds pro! Ts&amp;Cs apply'"
458,"b'RT @SamsungIndia: It\xe2\x80\x99s easy to record now, &amp; snap later with the new #GalaxyS21 Ultra 5G &amp; its 8K Video Snap feature! Screenshot the first-\xe2\x80\xa6'"
459,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
460,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
461,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
462,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
463,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
464,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
465,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
466,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
467,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
468,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
469,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
470,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
471,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
