Tweet,Date,Time,User Name,Twitter Handle,Location,Followers Count,Following Count,Profile URL,Profile Image URL,Profile Banner URL,Account Creation Date,Retweet Count,Favorite Count,Reply Count,Hashtags,User Mentions,Media URLs,Tweet URL,Coordinates,Language,Source,Is Retweet,Is Quote Status,Quoted Status,In Reply To User,Place,Entities,Is Verified User,Is Retweeted,Is Favorited
@NatWest_Help I have an odd payment going out every month only £2. Can someone tell me what this is please,2023-05-19,09:28:23,Happy hoof,Happyhoof7,,0,3,,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,2023-02-07,0,0,0,[],['NatWest_Help'],[],https://twitter.com/Happyhoof7/status/1659491180717940736,,en,Twitter for iPhone,False,False,,NatWest_Help,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'NatWest_Help', 'name': 'NatWest', 'id': 284540385, 'id_str': '284540385', 'indices': [0, 13]}], 'urls': []}",False,False,False
"@RichlyEvocative Oh dear, Why don you join us in a dm with more detail on this so we can help you out ? -Marcelo",2023-05-19,09:27:48,NatWest,NatWest_Help,,122639,23635,https://t.co/c9Rs1Eojod,http://pbs.twimg.com/profile_images/1641051193509138434/wPRmDEIO_normal.jpg,https://pbs.twimg.com/profile_banners/284540385/1663661533,2011-04-19,0,1,0,[],['RichlyEvocative'],[],https://twitter.com/NatWest_Help/status/1659491032776556547,,en,LivePerson Social Messaging,False,False,,RichlyEvocative,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'RichlyEvocative', 'name': 'Matt Gilbert', 'id': 222075263, 'id_str': '222075263', 'indices': [0, 16]}], 'urls': []}",False,False,False
"@NatWest_Help That's it, the end of the 'help'? Hmm",2023-05-19,09:26:54,Matt Gilbert,RichlyEvocative,"London, haunted by Bristol",2201,1531,https://t.co/Sfv6wh31lJ,http://pbs.twimg.com/profile_images/458923286772994048/4pOLnR96_normal.jpeg,https://pbs.twimg.com/profile_banners/222075263/1663891598,2010-12-02,0,0,0,[],['NatWest_Help'],[],https://twitter.com/RichlyEvocative/status/1659490806808342528,,en,Twitter Web App,False,False,,NatWest_Help,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'NatWest_Help', 'name': 'NatWest', 'id': 284540385, 'id_str': '284540385', 'indices': [0, 13]}], 'urls': []}",False,False,False
@NatWest_Help He may consider somewhere else. It's supposed to take 48 hours. We heard nothing. I have spent an hour in a queue to talk to a bot to find out. Apparently accounts can't be set up in branch anymore.,2023-05-19,09:19:48,Matt Gilbert,RichlyEvocative,"London, haunted by Bristol",2201,1531,https://t.co/Sfv6wh31lJ,http://pbs.twimg.com/profile_images/458923286772994048/4pOLnR96_normal.jpeg,https://pbs.twimg.com/profile_banners/222075263/1663891598,2010-12-02,0,0,0,[],['NatWest_Help'],[],https://twitter.com/RichlyEvocative/status/1659489019103789057,,en,Twitter Web App,False,False,,NatWest_Help,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'NatWest_Help', 'name': 'NatWest', 'id': 284540385, 'id_str': '284540385', 'indices': [0, 13]}], 'urls': []}",False,False,False
"@RichlyEvocative Hello Matt, I can see how this is far from ideal, may i ask if your son tried applying again? -Marcelo",2023-05-19,09:18:09,NatWest,NatWest_Help,,122639,23635,https://t.co/c9Rs1Eojod,http://pbs.twimg.com/profile_images/1641051193509138434/wPRmDEIO_normal.jpg,https://pbs.twimg.com/profile_banners/284540385/1663661533,2011-04-19,0,0,0,[],['RichlyEvocative'],[],https://twitter.com/NatWest_Help/status/1659488603209121793,,en,LivePerson Social Messaging,False,False,,RichlyEvocative,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'RichlyEvocative', 'name': 'Matt Gilbert', 'id': 222075263, 'id_str': '222075263', 'indices': [0, 16]}], 'urls': []}",False,False,False
@NatWest_Help My son applied for a bank account on Monday. Today I had to wait to chat to a bot then a person in order to find out there had been an error &amp; rejection. Hearing nothing in-between. Really not a good service.,2023-05-19,09:15:57,Matt Gilbert,RichlyEvocative,"London, haunted by Bristol",2201,1531,https://t.co/Sfv6wh31lJ,http://pbs.twimg.com/profile_images/458923286772994048/4pOLnR96_normal.jpeg,https://pbs.twimg.com/profile_banners/222075263/1663891598,2010-12-02,0,1,0,[],['NatWest_Help'],[],https://twitter.com/RichlyEvocative/status/1659488050743787520,,en,Twitter Web App,False,False,,NatWest_Help,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'NatWest_Help', 'name': 'NatWest', 'id': 284540385, 'id_str': '284540385', 'indices': [0, 13]}], 'urls': []}",False,False,False
"RT @LTSBcharity: Teachers in the #Belfast  area, this is for you 👇 

We're holding an online event to talk about our #SocialMobility appren…",2023-05-19,09:14:07,Pete Ward,peteLTSB,"London, England",295,586,https://t.co/zSBqQaCYBn,http://pbs.twimg.com/profile_images/1081981337748295680/HCSvxnl3_normal.jpg,,2016-05-13,2,0,0,"['Belfast', 'SocialMobility']",['LTSBcharity'],[],https://twitter.com/peteLTSB/status/1659487590121103362,,en,Twitter for iPhone,True,False,,,,"{'hashtags': [{'text': 'Belfast', 'indices': [33, 41]}, {'text': 'SocialMobility', 'indices': [117, 132]}], 'symbols': [], 'user_mentions': [{'screen_name': 'LTSBcharity', 'name': 'LTSB', 'id': 600064701, 'id_str': '600064701', 'indices': [3, 15]}], 'urls': []}",False,False,False
"@NatWest_Help I shall be putting word out through the #internalaudit networks that your bank is not safe for #localcouncils #charities and other dual signatory bodies.
Care to act ? https://t.co/QeDNQbG6Pc",2023-05-19,09:10:10,Eleanor Greene,elniedunne,,1099,1755,,http://pbs.twimg.com/profile_images/1492590050864939010/Ts7CTh_i_normal.jpg,https://pbs.twimg.com/profile_banners/1351937971734327298/1644696174,2021-01-20,0,0,0,"['internalaudit', 'localcouncils', 'charities']",['NatWest_Help'],[],https://twitter.com/elniedunne/status/1659486592556253184,,en,Twitter Web App,False,True,"Parish Council Internal Audit
#48

It is not possible to maintain proper control over the Council's funds if they and any councillors or officers 
bank with @NatWestGroup

YET AGAIN
A Signatory on a government bank account has been in a position to single click transfer funds",NatWest_Help,,"{'hashtags': [{'text': 'internalaudit', 'indices': [54, 68]}, {'text': 'localcouncils', 'indices': [109, 123]}, {'text': 'charities', 'indices': [124, 134]}], 'symbols': [], 'user_mentions': [{'screen_name': 'NatWest_Help', 'name': 'NatWest', 'id': 284540385, 'id_str': '284540385', 'indices': [0, 13]}], 'urls': [{'url': 'https://t.co/QeDNQbG6Pc', 'expanded_url': 'https://twitter.com/elniedunne/status/1659304188675870722', 'display_url': 'twitter.com/elniedunne/sta…', 'indices': [182, 205]}]}",False,False,False
"@DAVIDVGOLIATH Im not being dishonest Peter , you can find more information on our payment limits by clicking on this public link below

https://t.co/TbLqK7H5Il

Please let us know how you get on with this -Marcelo",2023-05-19,08:59:33,Royal Bank,RBS_Help,,34972,4254,https://t.co/wGM9SkiTuQ,http://pbs.twimg.com/profile_images/1637176106091511810/RzNSb0yQ_normal.jpg,https://pbs.twimg.com/profile_banners/284537825/1679168177,2011-04-19,0,0,0,[],['DAVIDVGOLIATH'],[],https://twitter.com/RBS_Help/status/1659483924282712064,,en,LivePerson Social Messaging,False,False,,DAVIDVGOLIATH,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'DAVIDVGOLIATH', 'name': 'peter', 'id': 35184097, 'id_str': '35184097', 'indices': [0, 14]}], 'urls': [{'url': 'https://t.co/TbLqK7H5Il', 'expanded_url': 'https://supportcentre.natwest.com/Nonsearch/913208362/What-are-the-payment-limits.htm', 'display_url': 'supportcentre.natwest.com/Nonsearch/9132…', 'indices': [137, 160]}]}",False,False,False
@NatWest_Help Thank you I will do that. I’m happy to wait my turn but the frustration is more around expectation setting - if it’s not really 3 hours why say it? It’s just not what I’m used to with other bank hope I won’t regret the switch 🤞🏼,2023-05-19,08:55:59,eclairee,eclairee,Planet Claire,127,689,,http://pbs.twimg.com/profile_images/430028064815587328/6mGiQmti_normal.jpeg,https://pbs.twimg.com/profile_banners/20309620/1453666649,2009-02-07,0,0,0,[],['NatWest_Help'],[],https://twitter.com/eclairee/status/1659483026043154433,,en,Twitter for iPhone,False,False,,NatWest_Help,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'NatWest_Help', 'name': 'NatWest', 'id': 284540385, 'id_str': '284540385', 'indices': [0, 13]}], 'urls': []}",False,False,False
"@eclairee Hi Claire, I completely understand how frustrating queues and delays can be as I hate waiting myself. I'd really like to help you further here today, so please feel free to DM with any questions you have and I can assist. 😃 https://t.co/BbmcXsMXyM",2023-05-19,08:54:11,NatWest,NatWest_Help,,122639,23635,https://t.co/c9Rs1Eojod,http://pbs.twimg.com/profile_images/1641051193509138434/wPRmDEIO_normal.jpg,https://pbs.twimg.com/profile_banners/284540385/1663661533,2011-04-19,0,0,0,[],['eclairee'],[],https://twitter.com/NatWest_Help/status/1659482572030705664,,en,LivePerson Social Messaging,False,False,,eclairee,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'eclairee', 'name': 'eclairee', 'id': 20309620, 'id_str': '20309620', 'indices': [0, 9]}], 'urls': [{'url': 'https://t.co/BbmcXsMXyM', 'expanded_url': 'https://twitter.com/messages/compose?recipient_id=284540385', 'display_url': 'twitter.com/messages/compo…', 'indices': [234, 257]}]}",False,False,False
"RT @Megsieloveslou: UK PEEPS

If you switch your bank to Natwest or RBS, they will give you £200
It's a reward account and will cost you £2…",2023-05-19,08:48:14,mara • 6 ☁️,SUNNYXLOUX,България,4110,3409,,http://pbs.twimg.com/profile_images/1593330144197939207/b0He8r7g_normal.jpg,https://pbs.twimg.com/profile_banners/1125394892/1668714463,2013-01-27,3,0,0,[],['Megsieloveslou'],[],https://twitter.com/SUNNYXLOUX/status/1659481076593569794,,en,Twitter for Android,True,False,,,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Megsieloveslou', 'name': 'Megs ㋡ Fluffy Ball of Chaos', 'id': 1548947558957043713, 'id_str': '1548947558957043713', 'indices': [3, 18]}], 'urls': []}",False,False,False
@NatWest_Help I’m a new customer with a q about switching that your chat bot can’t handle. Put into human queue  at 1.44pm yesterday (aim to respond within 3 h). Today 8am I back at start of 3h queue. Is this the customer service I can expect? Any way to get a timely response ?,2023-05-19,08:46:17,eclairee,eclairee,Planet Claire,127,689,,http://pbs.twimg.com/profile_images/430028064815587328/6mGiQmti_normal.jpeg,https://pbs.twimg.com/profile_banners/20309620/1453666649,2009-02-07,0,0,0,[],['NatWest_Help'],[],https://twitter.com/eclairee/status/1659480582596833283,,en,Twitter for iPad,False,False,,NatWest_Help,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'NatWest_Help', 'name': 'NatWest', 'id': 284540385, 'id_str': '284540385', 'indices': [0, 13]}], 'urls': []}",False,False,False
"RT @Megsieloveslou: UK PEEPS

If you switch your bank to Natwest or RBS, they will give you £200
It's a reward account and will cost you £2…",2023-05-19,08:36:23,phee 💗 || TODAY,sunflwrphe,somewhere only we know. ⠀⠀⠀⠀⠀⠀,886,657,https://t.co/IL4ZrEboUf,http://pbs.twimg.com/profile_images/1645104946319073281/qoI0O7u__normal.jpg,https://pbs.twimg.com/profile_banners/1267096735110836229/1681058574,2020-05-31,3,0,0,[],['Megsieloveslou'],[],https://twitter.com/sunflwrphe/status/1659478091519909890,,en,Twitter for iPhone,True,False,,,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Megsieloveslou', 'name': 'Megs ㋡ Fluffy Ball of Chaos', 'id': 1548947558957043713, 'id_str': '1548947558957043713', 'indices': [3, 18]}], 'urls': []}",False,False,False
"The Startup Roadshow
 Maidstone 2023, hosted by South East Angels &amp; NatWest is on 8th June 10-12:30

An opportunity for startups to showcase their ideas, and network with local investors and fellow entrepreneurs. 

Full details &amp; register here https://t.co/AK95abPl2V https://t.co/7BmN56FhCx",2023-05-19,08:34:01,Paul Andrews,vanillaweb,"Tenterden, Kent UK",22827,21919,https://t.co/V6rjKHdXzc,http://pbs.twimg.com/profile_images/831195275645579264/tX-1lxcB_normal.jpg,https://pbs.twimg.com/profile_banners/26481161/1520882676,2009-03-25,1,1,0,[],[],['http://pbs.twimg.com/media/Fwel_WGXgAIAE0m.jpg'],https://twitter.com/vanillaweb/status/1659477497912651778,,en,Buffer,False,False,,,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/AK95abPl2V', 'expanded_url': 'https://buff.ly/3L1U6cZ', 'display_url': 'buff.ly/3L1U6cZ', 'indices': [252, 275]}], 'media': [{'id': 1659477495391944706, 'id_str': '1659477495391944706', 'indices': [276, 299], 'media_url': 'http://pbs.twimg.com/media/Fwel_WGXgAIAE0m.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Fwel_WGXgAIAE0m.jpg', 'url': 'https://t.co/7BmN56FhCx', 'display_url': 'pic.twitter.com/7BmN56FhCx', 'expanded_url': 'https://twitter.com/vanillaweb/status/1659477497912651778/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'large': {'w': 1920, 'h': 1080, 'resize': 'fit'}}}]}",False,False,False
"@jab0076 Good morning Evel, I just wanted to pop in to see if you still needed a hand with this? -Dylan",2023-05-19,08:31:08,NatWest,NatWest_Help,,122639,23635,https://t.co/c9Rs1Eojod,http://pbs.twimg.com/profile_images/1641051193509138434/wPRmDEIO_normal.jpg,https://pbs.twimg.com/profile_banners/284540385/1663661533,2011-04-19,0,0,0,[],['jab0076'],[],https://twitter.com/NatWest_Help/status/1659476770494504960,,en,LivePerson Social Messaging,False,False,,jab0076,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'jab0076', 'name': 'Evel J', 'id': 199290227, 'id_str': '199290227', 'indices': [0, 8]}], 'urls': []}",False,False,False
"UK PEEPS

If you switch your bank to Natwest or RBS, they will give you £200
It's a reward account and will cost you £2 a month BUT you'll get £4 a month from them if you have 2 direct debits set up
(So essentially they will pay you £2 a month)

Criteria applies!
See next tweet",2023-05-19,08:27:20,Megs ㋡ Fluffy Ball of Chaos,Megsieloveslou,,370,469,,http://pbs.twimg.com/profile_images/1647695088422727682/rfmYJoRC_normal.jpg,https://pbs.twimg.com/profile_banners/1548947558957043713/1658133246,2022-07-18,3,1,0,[],[],[],https://twitter.com/Megsieloveslou/status/1659475816105885699,,en,Twitter for Android,False,False,,,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",False,False,False
"NatWest: mass free share offer could revive UK stock ownership culture https://t.co/RWJ1omCQ08 

#equities #stockmarket #investment #banks #NatWest #privatisation #ShareOffer",2023-05-19,07:55:14,"Financial World, the magazine of @StudyLIBF",_FinancialWorld,"London, UK",1344,486,https://t.co/ZDp6qTjGhb,http://pbs.twimg.com/profile_images/1410507401921454081/vIID3Qwu_normal.jpg,https://pbs.twimg.com/profile_banners/134753624/1554718012,2010-04-19,0,0,0,"['equities', 'stockmarket', 'investment', 'banks', 'NatWest', 'privatisation', 'ShareOffer']",[],[],https://twitter.com/_FinancialWorld/status/1659467736521535490,,en,Twitter Web App,False,False,,,,"{'hashtags': [{'text': 'equities', 'indices': [97, 106]}, {'text': 'stockmarket', 'indices': [107, 119]}, {'text': 'investment', 'indices': [120, 131]}, {'text': 'banks', 'indices': [132, 138]}, {'text': 'NatWest', 'indices': [139, 147]}, {'text': 'privatisation', 'indices': [148, 162]}, {'text': 'ShareOffer', 'indices': [163, 174]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/RWJ1omCQ08', 'expanded_url': 'https://www.ft.com/content/ef465b3f-e045-4e6e-a669-e76fb378be81', 'display_url': 'ft.com/content/ef465b…', 'indices': [71, 94]}]}",False,False,False
"Fingers crossed for today, I have an appointment with Natwest Banking today to discuss the future of The Life and Joy Project been making connections and progress.",2023-05-19,07:50:51,acedude3,Shaun986371794,"Plymouth, England",97,274,,http://pbs.twimg.com/profile_images/1403682105851269122/-onnHFed_normal.jpg,https://pbs.twimg.com/profile_banners/1403680878577000448/1677095836,2021-06-12,0,1,0,[],[],[],https://twitter.com/Shaun986371794/status/1659466635558760448,,en,Twitter for Android,False,False,,,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",False,False,False
"@AskNationwide I deposited a cheque dated 5/23/9 to my account for collection from NatWest Bank, which was returned on 5/10/23.  Now 1- I am not given any information why it was returned?  2- They don't even give me the original check or a document?  What should I do?",2023-05-19,07:48:28,AsaadM,Asaad1342,,3,61,,http://pbs.twimg.com/profile_images/1575953466647887875/-IPCRvfu_normal.jpg,,2022-09-23,0,0,0,[],['AskNationwide'],[],https://twitter.com/Asaad1342/status/1659466035567771648,,en,Twitter for Android,False,False,,AskNationwide,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'AskNationwide', 'name': 'Nationwide Building Society', 'id': 469358921, 'id_str': '469358921', 'indices': [0, 14]}], 'urls': []}",False,False,False
"RT @aspire_gib: At its core, sustainable building aims to reduce the negative impact that our built environment has on the natural world, w…",2023-05-19,07:35:39,John Cortes,cortes_john,Gibraltar,5066,2963,https://t.co/QhmywjYRRC,http://pbs.twimg.com/profile_images/1117483153013334016/nSk26req_normal.jpg,https://pbs.twimg.com/profile_banners/394312105/1572772694,2011-10-19,3,0,0,[],['aspire_gib'],[],https://twitter.com/cortes_john/status/1659462808872919041,,en,Twitter for iPhone,True,False,,,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'aspire_gib', 'name': 'Aspire Conference', 'id': 1642797245878743041, 'id_str': '1642797245878743041', 'indices': [3, 14]}], 'urls': []}",False,False,False
"RT @aspire_gib: At its core, sustainable building aims to reduce the negative impact that our built environment has on the natural world, w…",2023-05-19,07:17:04,Jonathan Scott,JonScottGib,Gibraltar,3019,1827,,http://pbs.twimg.com/profile_images/1247624999613214723/fxUHhATk_normal.jpg,https://pbs.twimg.com/profile_banners/35265960/1422213304,2009-04-25,3,0,0,[],['aspire_gib'],[],https://twitter.com/JonScottGib/status/1659458132458852352,,en,Twitter for iPhone,True,False,,,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'aspire_gib', 'name': 'Aspire Conference', 'id': 1642797245878743041, 'id_str': '1642797245878743041', 'indices': [3, 14]}], 'urls': []}",False,False,False
RT @NCCGroupplc: How do you calculate your #cyber #risk exposure? In our new blog for the @NatWestBusiness Hub we shared 8 ways cyber risk…,2023-05-19,07:14:12,Guy Ellis,GuyEllis20,"Manchester, England",38,80,,http://pbs.twimg.com/profile_images/378800000505972590/dbb00a04cafd82a5d585f94296acb0fa_normal.jpeg,,2013-04-10,4,0,0,"['cyber', 'risk']","['NCCGroupplc', 'NatWestBusiness']",[],https://twitter.com/GuyEllis20/status/1659457408509399043,,en,Twitter for iPhone,True,False,,,,"{'hashtags': [{'text': 'cyber', 'indices': [43, 49]}, {'text': 'risk', 'indices': [50, 55]}], 'symbols': [], 'user_mentions': [{'screen_name': 'NCCGroupplc', 'name': 'NCC Group plc', 'id': 147893365, 'id_str': '147893365', 'indices': [3, 15]}, {'screen_name': 'NatWestBusiness', 'name': 'NatWest Business', 'id': 252987498, 'id_str': '252987498', 'indices': [90, 106]}], 'urls': []}",False,False,False
"RT @aspire_gib: At its core, sustainable building aims to reduce the negative impact that our built environment has on the natural world, w…",2023-05-19,07:07:55,Artecology,ArtecologyDept,Isle of Wight,1815,3216,https://t.co/zuEVMKGDEv,http://pbs.twimg.com/profile_images/1533510910735790080/bTOzU5N3_normal.jpg,https://pbs.twimg.com/profile_banners/770274618020102144/1669150362,2016-08-29,3,0,0,[],['aspire_gib'],[],https://twitter.com/ArtecologyDept/status/1659455831002214400,,en,Twitter for iPhone,True,False,,,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'aspire_gib', 'name': 'Aspire Conference', 'id': 1642797245878743041, 'id_str': '1642797245878743041', 'indices': [3, 14]}], 'urls': []}",False,False,False
@RCGoodson Good morning Bob. I hope you've had a great week. Sounds like you're having a bit of bother using the biometric feature. Please join us on DM to discuss further. Thanks ~Abel,2023-05-19,07:03:06,NatWest,NatWest_Help,,122639,23635,https://t.co/c9Rs1Eojod,http://pbs.twimg.com/profile_images/1641051193509138434/wPRmDEIO_normal.jpg,https://pbs.twimg.com/profile_banners/284540385/1663661533,2011-04-19,0,0,0,[],['RCGoodson'],[],https://twitter.com/NatWest_Help/status/1659454615971086336,,en,LivePerson Social Messaging,False,False,,RCGoodson,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'RCGoodson', 'name': 'Bob Goodson', 'id': 2274795849, 'id_str': '2274795849', 'indices': [0, 10]}], 'urls': []}",False,False,False
"@NatWest_Help who's idea was it to include a need to blink to process a payment in the NatWest app? 1. It doesn't work well. 2. I'm a glasses wearer &amp; it won't work with glasses on. 3. Take glasses off, can't see what it says on screen.  Is this what they call progress?",2023-05-19,06:52:28,Bob Goodson,RCGoodson,"Hythe, Kent",1,12,,http://pbs.twimg.com/profile_images/1451237388466933769/hY4G1xgK_normal.jpg,https://pbs.twimg.com/profile_banners/2274795849/1389445718,2014-01-11,0,0,0,[],['NatWest_Help'],[],https://twitter.com/RCGoodson/status/1659451940294541317,,en,Twitter for Android,False,False,,NatWest_Help,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'NatWest_Help', 'name': 'NatWest', 'id': 284540385, 'id_str': '284540385', 'indices': [0, 13]}], 'urls': []}",False,False,False
Looking to change bank account for the first time in decades! Anyone got any suggestions of who’s the best to go for? (I’m thinking either HSBC or NatWest at the minute)🏦👀🤷🏼‍♂️,2023-05-19,06:43:34,Mark Hulme.💀,MarkHulme_,"Willenhall, England",943,584,https://t.co/GcIV5OoJfC,http://pbs.twimg.com/profile_images/1574450151711805440/uqYxqOVT_normal.jpg,https://pbs.twimg.com/profile_banners/131629733/1664216645,2010-04-10,0,0,0,[],[],[],https://twitter.com/MarkHulme_/status/1659449701689696258,,en,Twitter for iPhone,False,False,,,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",False,False,False
"At its core, sustainable building aims to reduce the negative impact that our built environment has on the natural world, while also improving the health and wellbeing of those who occupy these spaces. 

@ThinkingGreenGI @Chestertons_Gib @NatWest_Int @JonScottGib @womcpos https://t.co/eyVgVy9jFJ",2023-05-19,06:21:17,Aspire Conference,aspire_gib,Gibraltar,13,16,https://t.co/RS3t9Bftzi,http://pbs.twimg.com/profile_images/1651879372620546050/wfMNtvsw_normal.jpg,https://pbs.twimg.com/profile_banners/1642797245878743041/1682673725,2023-04-03,3,1,0,[],"['ThinkingGreenGI', 'Chestertons_Gib', 'NatWest_Int', 'JonScottGib', 'womcpos']",['http://pbs.twimg.com/media/FweHJ1CWYAAHzCj.jpg'],https://twitter.com/aspire_gib/status/1659444092726591489,,en,Twitter Web App,False,False,,,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ThinkingGreenGI', 'name': 'Thinking Green GI', 'id': 702577194, 'id_str': '702577194', 'indices': [204, 220]}, {'screen_name': 'Chestertons_Gib', 'name': 'Gibraltar Property', 'id': 3039417891, 'id_str': '3039417891', 'indices': [221, 237]}, {'screen_name': 'NatWest_Int', 'name': 'NatWest International', 'id': 1249374464, 'id_str': '1249374464', 'indices': [238, 250]}, {'screen_name': 'JonScottGib', 'name': 'Jonathan Scott', 'id': 35265960, 'id_str': '35265960', 'indices': [251, 263]}, {'screen_name': 'womcpos', 'name': 'Owen Smith', 'id': 20616158, 'id_str': '20616158', 'indices': [264, 272]}], 'urls': [], 'media': [{'id': 1659443590634823680, 'id_str': '1659443590634823680', 'indices': [273, 296], 'media_url': 'http://pbs.twimg.com/media/FweHJ1CWYAAHzCj.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FweHJ1CWYAAHzCj.jpg', 'url': 'https://t.co/eyVgVy9jFJ', 'display_url': 'pic.twitter.com/eyVgVy9jFJ', 'expanded_url': 'https://twitter.com/aspire_gib/status/1659444092726591489/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 1200, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 2048, 'resize': 'fit'}}}]}",False,False,False
NatWest: mass free share offer could revive UK stock ownership culture https://t.co/WVQ9FBorZQ https://t.co/s9xGOLgo6z,2023-05-19,06:06:38,Business News,BizBlackhat,Uk Europe ,44,4,http://t.co/WRoAWThDwy,http://pbs.twimg.com/profile_images/577847480957599745/ISb78HzC_normal.png,https://pbs.twimg.com/profile_banners/3004271325/1426605518,2015-01-29,0,0,0,[],[],['http://pbs.twimg.com/media/FweEQX6aYAAx8fF.jpg'],https://twitter.com/BizBlackhat/status/1659440405937795075,,en,dlvr.it,False,False,,,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/WVQ9FBorZQ', 'expanded_url': 'http://dlvr.it/SpGhQ7', 'display_url': 'dlvr.it/SpGhQ7', 'indices': [71, 94]}], 'media': [{'id': 1659440404541104128, 'id_str': '1659440404541104128', 'indices': [95, 118], 'media_url': 'http://pbs.twimg.com/media/FweEQX6aYAAx8fF.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FweEQX6aYAAx8fF.jpg', 'url': 'https://t.co/s9xGOLgo6z', 'display_url': 'pic.twitter.com/s9xGOLgo6z', 'expanded_url': 'https://twitter.com/BizBlackhat/status/1659440405937795075/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 382, 'resize': 'fit'}, 'large': {'w': 900, 'h': 506, 'resize': 'fit'}, 'medium': {'w': 900, 'h': 506, 'resize': 'fit'}}}]}",False,False,False
"NatWest: mass free share offer could revive UK stock ownership culture 

(An interesting possibility)

https://t.co/kAo5w1Ddx0",2023-05-19,05:23:48,Ivan K. Cohen,drhotspur,Home,792,569,https://t.co/l4JF0cjmNV,http://pbs.twimg.com/profile_images/1597994154214178818/VKTw9_Kj_normal.jpg,https://pbs.twimg.com/profile_banners/18532144/1626348414,2009-01-01,0,0,0,[],[],[],https://twitter.com/drhotspur/status/1659429629210292224,,en,Twitter for Mac,False,False,,,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/kAo5w1Ddx0', 'expanded_url': 'https://www.ft.com/content/ef465b3f-e045-4e6e-a669-e76fb378be81', 'display_url': 'ft.com/content/ef465b…', 'indices': [103, 126]}]}",False,False,False
"@usher_anne Hi Anne 😀

If you would like to send us through a message we can see if we can help you through this platform 👍

-Michael",2023-05-19,04:59:17,NatWest,NatWest_Help,,122639,23635,https://t.co/c9Rs1Eojod,http://pbs.twimg.com/profile_images/1641051193509138434/wPRmDEIO_normal.jpg,https://pbs.twimg.com/profile_banners/284540385/1663661533,2011-04-19,0,0,0,[],['usher_anne'],[],https://twitter.com/NatWest_Help/status/1659423458575503361,,en,LivePerson Social Messaging,False,False,,usher_anne,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'usher_anne', 'name': 'Anne Usher', 'id': 2231869619, 'id_str': '2231869619', 'indices': [0, 11]}], 'urls': []}",False,False,False
