Tweet,Date,Time,Twitter Handle
"@LaliqueTheGeek Hi there. That's lovely to hear! On behalf of Ms. Keys &amp; ourselves, you're very welcome! ^Graeme",2023-05-07,08:41:48,LloydsBank
"@jadefearnn I do apologise Jade, please call the number on the back of your Bank of Scotland card. An advisor will look to support you further. Many thanks. ^David.",2023-05-07,08:30:49,LloydsBank
"@jadefearnn Hi Jade, sorry to hear that. We can't see why your card has been declined here, as we've no access to accounts via Twitter. Please call us on 01313 37 42 18, and we'll look into this further. ^James",2023-05-07,08:22:04,LloydsBank
"@Martin_Cook_ Hi, Martin. I'm very sorry to hear this is happening, and for any inconvenience this may be causing. Please contact my colleagues once more, they'll look to help and support you further. Many thanks. ^David.",2023-05-07,07:47:46,LloydsBank
@ebyabraha That wouldn't be possible as this is not a secure service. ^ChrisT,2023-05-06,21:56:07,LloydsBank
"@ebyabraha We’re unable to access account details to check the reason for this, sorry. Please call during these hours if you’ve been advised. ^David",2023-05-06,21:46:27,LloydsBank
"@ebyabraha You can call our Online Fraud team direct on, 0800 917 7017. This line is open 24 hours. ^David",2023-05-06,21:33:59,LloydsBank
"@ebyabraha If you press star, zero (*,0) when asked for details, you'll be put into the queue to speak to someone. I've just tested the number and it's been successful. ^Jimmy",2023-05-06,20:36:01,LloydsBank
"@ebyabraha Hi, I'm Jimmy. I'm sorry to hear you're having trouble with your account. I appreciate you've already tried; however, please contact us on 0800 917 7017 to look into getting back up and running. ^Jimmy",2023-05-06,20:29:27,LloydsBank
@sav_ann Thanks for confirming. You can find the different ways to contact our Customer Service team on our website: https://t.co/f2znbQk1ZO. They'll be best placed to address your experience. ^Jimmy,2023-05-06,19:08:12,LloydsBank
"@adynch Hi, I'm Jimmy. Thanks for reaching out. We don't have an exact location for the screenshot; however, the advert was shot across multiple locations on the outskirts of London and on the south coast.",2023-05-06,18:49:58,LloydsBank
"@Lowie303 I’m sorry to read this has happened. We’re unable to access customer information via this service. If you could please call the number on the back of your card, one of our colleagues can look into this for you. Take care. ^John",2023-05-06,14:51:43,LloydsBank
"@varun29aiesec Hi, I'm Sophie. Sorry to read your tweet, I'd like to help. Exactly what type of account are you trying to close?",2023-05-06,13:11:43,LloydsBank
"@WestlifeDreams I’m sorry, you’d need to call the number on the letter you received for further assistance. Take care. ^John",2023-05-06,10:49:15,LloydsBank
"@WestlifeDreams Thanks for confirming this. This isn't something our team in branch could assist with as this isn't a service that we provide, sorry. ^Pauline.",2023-05-06,10:45:57,LloydsBank
"@WestlifeDreams Hi, I'm Jimmy. Thanks for reaching out. Is this to close an account within Lloyds Banking Group?",2023-05-06,10:42:08,LloydsBank
@KateBrankin Glad to help Kate. I hope you enjoy the rest of your weekend! ^Lara,2023-05-06,08:52:49,LloydsBank
"@KateBrankin Hi Kate, I’m Pauline. Thanks for getting in touch! If you pay this in branch today it’ll show on the following working day which would be Tuesday. This should then clear by 11:59 the following working day which would be Wednesday. I hope this info helps.",2023-05-06,08:43:38,LloydsBank
"@TinaWar76797257 That's great! I'm glad to hear that's working for you now, thanks for letting us know. Enjoy your weekend and take care. ^Will",2023-05-06,08:04:03,LloydsBank
"@TinaWar76797257 Hi, I'm Will, thanks for getting in touch. Sorry to hear you're having issues. If you're unable to log on, please try fully closing the app on your device (force close) to see if this resolves the problem. If you're still having problems, please let us know. https://t.co/QCh3PtycmG",2023-05-06,07:51:26,LloydsBank
Congratulations to His Majesty King Charles III on this special day. Here is the then HRH Prince of Wales sharing a joke with our branch colleagues in 1977. #Coronation #ByYourSide https://t.co/Y3U0xcrQaf,2023-05-06,07:00:02,LloydsBank
"@danzabout69 You're welcome. If you need anything else, please get back in touch. ^Caroline",2023-05-05,22:54:10,LloydsBank
@sav_ann Were you able to get your £1 coins? Did my colleague offer to raise your concerns? ^Caroline,2023-05-05,22:49:54,LloydsBank
"@danzabout69 Hi, I'm Caroline thanks for getting in touch. Please call our head office on 02076261500 and they will be able to direct your enquiry.",2023-05-05,22:38:52,LloydsBank
"@_LoobyLou72 Have you tried to log on through the desktop site? If so, what happens? Can you make sure you are using the most up-to-date version of the app and that you have no outstanding updates on your phone. ^Gavin",2023-05-05,22:05:49,LloydsBank
@_LoobyLou72 Hi Lucy. I'm sorry to hear that you're having problems using our app. There are no issues. Do you get an error message? Have you tried switching between Wi-Fi and your mobile data? ^Anne,2023-05-05,21:53:19,LloydsBank
"@SarahRowleyXO Hi there, I'm Martin. Thanks for getting in touch. If you've lost your card, please call us on 0800 096 9779 so that we can cancel your old one and order a new one. Lines are open 24/7.",2023-05-05,21:03:30,LloydsBank
@johndopping The money will still credit immediately. Please note that we're only able to accept 10 bags of coins per day. I hope this is okay. ^Anne,2023-05-05,18:30:07,LloydsBank
"@johndopping Hi John. Thanks for getting in touch this evening. If you use the instant deposit machine, the money will credit your account immediately. Hope this helps. ^Anne",2023-05-05,18:01:28,LloydsBank
@becky_ruffell Hi Becky. I'm sorry to hear that you're having a problem using the app. There are no issues right now. Are you getting an error message? Can you try switching between Wi-Fi and your mobile data please? ^Anne,2023-05-05,17:55:54,LloydsBank
"@every_cloud4 Hi, I'm Tony. We credit funds to your account as soon as we receive them. If you contact PayPal they'll be able to advise how long this should take.",2023-05-05,17:44:41,LloydsBank
@JasonXoom My colleague Gillian provided these details at 4:47pm today. Can you see this message? ^Tony,2023-05-05,16:30:21,LloydsBank
"@Nickhyde1993 Thanks for confirming. If you send us a message through the support section on the app, one of my colleagues can check the payment attempts from our end. ^Jimmy",2023-05-05,16:20:42,LloydsBank
@Northern_Clarky I'm sorry to hear that Alan. Have they advised what you'd need to provide to continue with the application? ^Claire,2023-05-05,16:14:38,LloydsBank
@Nickhyde1993 Hi Nick. Thanks for reaching out. Is anything showing on your statements? Is it the app you're using? ^Jimmy,2023-05-05,16:12:41,LloydsBank
"@Northern_Clarky Just to confirm, did they say they can or can't accept it? If they couldn't, did they offer alternatives or a way forward? ^Tony",2023-05-05,16:04:42,LloydsBank
"@AlexToft If you've reached the transaction limit, there wouldn't be anything we could do, I'm afraid. If you'd like to raise a complaint, info on the various ways to do so can be found here: https://t.co/3vjlpYcMy3. ^Claire",2023-05-05,15:49:29,LloydsBank
"@JasonXoom Okay, you can contact our Press Office by calling 0207 356 2374, or emailing: mediarelationsteam@lloydsbanking.com. ^Gillian",2023-05-05,15:47:21,LloydsBank
"We have witnessed eight coronations since our founding in 1765, and are looking forward to the ninth this weekend. We send heartfelt wishes to King Charles III.

#Coronation #ByYourSide https://t.co/YzFtbrAKXa",2023-05-05,15:38:41,LloydsBank
"@AlexToft That's odd. When calling us, please press star, zero on your phone or say 'speak to agent' and you'll be passed through to one of my colleagues who can look into this for you. ^Tony",2023-05-05,15:34:48,LloydsBank
"@Cookieurch So sorry to hear this happened, but I'm pleased that our staff stepped &amp; helped you out. Thank you for taking the time out to share your feedback, especially after what you've gone through. If you could DM the number you called from and the branch, I'll pass your thanks on. ^Mike",2023-05-05,15:33:01,LloydsBank
"@AlexToft Hi Alex, I’m Pauline. I’m sorry to read your message. Have you spoken directly with our team regarding this? If so, what have they advised?",2023-05-05,15:29:19,LloydsBank
"@JasonXoom Hi Jason. I'm sorry to hear this. Is there anything we may be able to help with? We've no access to accounts; however, we can help with general queries. Are you looking for the details of our press office, to make a media announcement to your customers? ^Claire",2023-05-05,15:02:55,LloydsBank
"@Lowie303 Hi, I'm Delina. I'm very sorry to read your tweet. Have you had any problems with your elsewhere? Did you use contactless or chip and PIN?",2023-05-05,14:09:48,LloydsBank
"@sav_ann Hi, I'm Jimmy. Thanks for taking the time to leave your feedback, I appreciate it. Did you bring up the wait time when you spoke to my colleague? What was it you were looking to do in the branch?",2023-05-05,12:28:58,LloydsBank
@palerthanmoons Hi Dani. We're not aware of any issues this morning. What's happening when you try to log on? ^Tony,2023-05-05,10:55:10,LloydsBank
"@Ricky07205907 Hi Ricky, I'm Pauline. Thanks for getting in touch! We wouldn't be able to confirm this via Twitter, however, our PPI Team on 0800 151 0292 will be able to assist.",2023-05-05,09:53:33,LloydsBank
"@leah_macmahon Hi, I'm Mike. Thanks for getting in touch, Leah. While we don't have access to your accounts over social media, do you have access to our Mobile Banking app? Has something happened that's caused you to question your card status? Feel free to DM.",2023-05-05,09:36:38,LloydsBank
"Our mobile app can help you stay on track over the bank holiday weekend.
📍 Track your spend: https://t.co/fRyekPnjDH 
🔔 Receive spending Notifications: https://t.co/Np3hytQ3rH 
📆 See Upcoming Payments: https://t.co/49AVgAKQ66 
❄️ Freezes and limits: https://t.co/54GAwX4s7E https://t.co/zSCz7bcPhd",2023-05-05,09:30:01,LloydsBank
"@Corney80 Hi I'm Paul. Thanks for your query. The branch is open now and will close at 5pm. You'll find info on its opening hours here: https://t.co/u5r5EwDMwt
I hope this helps.",2023-05-05,08:37:48,LloydsBank
"@adamcleaver Hi, I'm PaulR. Thanks for reaching out, Adam. We can't access your details, but if you could please DM more information on what your letter was regarding, and the postal address you used, we'll look to guide you.",2023-05-05,08:17:32,LloydsBank
"@Eoin_Burns Hi there, I'm Stephen, we're good, and thanks for reaching out. The following page on our website will help you with the various ways you can get in touch: https://t.co/2Z9a8XCfC8 I hope this info helps!",2023-05-05,08:03:44,LloydsBank
"@azm9988 Yes, we do allow this. ^Colin M",2023-05-04,22:25:35,LloydsBank
@azm9988 Thanks for providing this information. We'll need you to call us so that we can assist you further. Please call us on 0345 603 4335 between 8am and 8pm Mon-Sun.,2023-05-04,22:16:49,LloydsBank
"@azm9988 Hi there, I'm Martin. Thanks for getting in touch. Can you please provide us with some more details about the issue you're having? Are you being advised to call us?",2023-05-04,22:04:06,LloydsBank
"@curlywelshie Hi, Bec. Thanks for getting in touch. We’re not aware of any issues at this time. Can you please provide more information about what happens when you’re trying to use the service? ^Colin M",2023-05-04,21:46:34,LloydsBank
"@LindaLizzyB If you're hard of hearing and are struggling to use the phone service, the link below will give you information about the help and support that is available to you. 
https://t.co/T0d7q1H0py
Hope this helps. ^Gavin",2023-05-04,21:18:01,LloydsBank
"@OldAutisticAFAB If you've sent us a message through the app, one of my colleagues will reply as soon as they're able to look into it for you. ^Jimmy",2023-05-04,20:23:06,LloydsBank
@OldAutisticAFAB Can you try it through the website on your phone to see if the same thing happens? ^Jimmy,2023-05-04,20:03:52,LloydsBank
@OldAutisticAFAB OK. Are you using the app or our website? ^Jimmy,2023-05-04,19:53:29,LloydsBank
"@OldAutisticAFAB Hi, I'm Jimmy. Thanks for reaching out. Can you try it using a different browser or device to see if it makes a difference?",2023-05-04,19:45:09,LloydsBank
"@LindaLizzyB Hi Linda. Thanks for your feedback, I appreciate it. If you're having trouble with the automated call recognising your voice, you can use the keypad to enter it when we call. ^Jimmy",2023-05-04,19:16:49,LloydsBank
"@_toluwanimiod Hi, I'm Delina. I'm sorry to read tweet. Could you please tell us about the issue you're having?",2023-05-04,19:01:44,LloydsBank
"@TravellersFore1 Hi, I'm Delina. Thanks for getting in touch. It's not a number we recognise; however, branch sometimes call from mobile numbers. Did they why they were calling?",2023-05-04,17:49:40,LloydsBank
"@Donnajsherwood I'm sorry to hear this, Donna. Are you provided with a reason why my colleagues on this number are unable to help, and ask you to call back? Many thanks. ^David.",2023-05-04,15:28:24,LloydsBank
"@JurgensTeeth Hi Michelle. Thanks for getting in touch. So that we can look into this for you, please call our team on 0345 602 4534. They're available until 5pm. ^Paul",2023-05-04,14:45:31,LloydsBank
"@BridgerEric If your query is general in nature, we may be able to offer some info. What do you need to know? ^Paul https://t.co/QCh3PtyKce",2023-05-04,14:23:32,LloydsBank
"@BridgerEric Hi Eric. Thanks for getting in touch. I'm sorry to hear this. As email is not secure, we don't use this method of communication. Just to clarify, do you use our mobile app? Also, what are you calling to discuss? ^Katy",2023-05-04,14:07:59,LloydsBank
"@MageeFifi OK. If you don't have any other open accounts with us, we'd need to ask you to visit a branch to look into the matter further. You can find the different ways to make a complaint about your experience on our website: https://t.co/l4C7h3KO4l. ^Jimmy",2023-05-04,14:05:40,LloydsBank
@MageeFifi Hi Chris. I'm afraid we don't have access to accounts here to look into this directly. What team was it you spoke to and what exactly did they advise? ^Tony,2023-05-04,13:46:54,LloydsBank
"This bank holiday Monday, our mortgage experts are on hand to help with your home needs.
Call us on 0800 783 3534 between 10am and 6pm, and speak with one of our team by phone or video call. https://t.co/V4wXcdXA5o",2023-05-04,13:45:01,LloydsBank
"@rhetorician Hi Danielle, I'm Lynne. I'm sorry to read your tweet. We don't have access to personal info here, but we would like to try and help. Can you give more info on what has happened?",2023-05-04,13:01:59,LloydsBank
"Every time you visit a website, it’s visible to website owners, browsers, and search engines. Learn more about how much your digital footprint reveals about you and your online activity on the @GetSafeOnline website: https://t.co/HKmZYfGu3y #DigitalFootprint https://t.co/vlwbHEOyy1",2023-05-04,13:00:00,LloydsBank
@GingerbreadBake Glad it’s working now for you. Please let us know if there’s anything else we can help you with. All the best. ^James M,2023-05-04,11:16:57,LloydsBank
"@andrewbalmer Hi, Andrew, I’m James M. Sorry you’re unable to get into the app, we’re not aware of any widespread issues with it. Is the app updated to the latest version? Have you tried switching, if available, between Wi-Fi and mobile data? Can you get into Internet Banking?",2023-05-04,10:53:59,LloydsBank
"@kyakaylahsmummy Hi Caroline. I'm sorry to hear this. You'd be best discussing this with a member of the branch staff, as they're best placed to address your concerns. If you'd like to raise a complaint, info on the various ways to do so can be found here: https://t.co/c4hcA5S5Zl. ^Claire",2023-05-04,10:41:05,LloydsBank
"@GingerbreadBake Hi there, I'm Stephen. While we're not aware of any issues with the app, can I ask you to force stop this and then restart your device please? This may help resolve any issues you're seeing with the app.",2023-05-04,10:29:43,LloydsBank
@s_a_l_k You're very welcome. Take care! ^Tony,2023-05-04,10:18:17,LloydsBank
"@s_a_l_k Thanks for checking. You can use our main address which is Lloyds Bank, Box 1, BX1 1LT. To find out which one is now assigned to your branch sort code you'd need to call 0345 3000 000 (8am-8pm) or send us a message via the 'Support' tab in our app (if you use it). ^Laura",2023-05-04,10:07:29,LloydsBank
@oldpigsqueal When they call us one of my colleagues will be able to advise them further on this. ^Katy,2023-05-04,10:07:24,LloydsBank
"@oldpigsqueal HI, I'm Laura. We have no overall issues with standing orders being paid. The sender would need to contact our Bank Accounts team to have this looked into further.",2023-05-04,10:02:58,LloydsBank
"@s_a_l_k That's strange, as it would normally show an address. Does it say on your most recent statement below the sheet number what the branch is? ^Laura",2023-05-04,10:00:05,LloydsBank
"@s_a_l_k Hi, I’m James M. If you take a look at your statement, does it tell you which branch your account is with? If you check a PDF version of your statement, which you can access in your digital inbox, it will tell you the branch there.",2023-05-04,09:37:20,LloydsBank
Making your child work for their pocket money is more effective than just handing it over. For more tips from Anna Mathur: https://t.co/7HBMg6YEoc #ByYourSide #MoneyTips https://t.co/vBi8YekV7b,2023-05-04,07:00:14,LloydsBank
@_madisonhead Our advisors are available between the hours of 8am – 8pm. Please call during these times to speak with someone. ^David,2023-05-04,06:40:24,LloydsBank
"@_madisonhead Morning, I’m James M. Sorry to read your tweet. If you can call our Phonebank team, on 0345 3000 000, they’ll check over your account with you and advise further. I hope you can get help with this soon.",2023-05-04,06:37:25,LloydsBank
"@Martin00717154 As you've tried all options, It'd be best to call our Online Helpdesk on 0345 300 0116 (8am - 8pm daily) and one of our advisors will be able to assist further. ^Kieran",2023-05-04,04:38:38,LloydsBank
@vgbtea Hi Viv. I'm sorry to hear that you're both having problems using the app. There are no general issues. What error message are you getting? Can you try switching between Wi-Fi and your mobile data please? ^Anne,2023-05-03,19:16:12,LloydsBank
"@Zaki2991 Hi, I'm Jimmy. I've replied to your DM.",2023-05-03,17:20:48,LloydsBank
"@Martin00717154 Have you deleted and then reinstalled the app, which is now asking for your full login details including your User ID and Password? If this continues not to be recognised you may need to reset it, I'm afraid. ^David.",2023-05-03,15:30:57,LloydsBank
"@Martin00717154 Are you able to check that your phone's software is up-to-date, and then that the app is also up-to-date? ^James",2023-05-03,14:41:55,LloydsBank
"@Northern_Clarky Hi, I'm Mike. Sorry to hear about the trouble with your wife's application. Has she visited the branch with her ID, and they've rejected it? If so, do you know if they explored any alternatives with her? You can see a full list of ID we can accept here: https://t.co/3h446GSlvC.",2023-05-03,14:39:58,LloydsBank
@Donnajsherwood Hi Donna. Thanks for getting in touch. I'm sorry to hear this. Our Club Lloyds team (0345 303 0303) are best to help with this? Is this who you have called? ^Katy,2023-05-03,14:02:45,LloydsBank
"@Martin00717154 Hi, I'm PaulR. Have you fully closed the app and switched your device off and on before relaunching, Martin? Does the same happen on both Wi-Fi and mobile data?",2023-05-03,14:00:17,LloydsBank
"@CharlieTemple2 Thanks, Charlie. I believe we’ve responded to you already on your alternative account. Please refer there for our responses. Take care. ^James M",2023-05-03,13:57:04,LloydsBank
"@EmmaODwyer13 Hi Emma, I'm sorry to hear about this. Are you able to call us again on 01733 347007? If you press *0 (star and then zero) anytime you are asked for any info, this will connect you to the queue. My colleagues there will be able to arrange a branch appointment. ^James",2023-05-03,13:54:41,LloydsBank
"@CharlieTemple2 Hi, I'm Katy. Thanks for getting in touch. I'm sorry to hear you haven't received your card. So we can look int this, I’d recommend you call our PhoneBank team on 0345 300 0000.",2023-05-03,13:29:31,LloydsBank
"@ClareLogan78 Thanks for the further information, Clare. Can you send us a DM about this, we'll then get some details from you about it and send a message to the branch asking them to contact you to find out why you're being asked to go along for the 3rd time? ^Laura",2023-05-03,11:55:52,LloydsBank
"@ClareLogan78 Thanks. The children's account wouldn't show yet until my colleagues see your documents. Can I ask if when you first visited the branch, did my colleagues inform you that they would need to see more documents before the account could be opened? ^Stephen",2023-05-03,11:38:13,LloydsBank
"@ClareLogan78 Just to clarify, is the account showing on your Online Banking? ^Katy",2023-05-03,11:32:48,LloydsBank
@ClareLogan78 I certainly understand why you're frustrated. Do you have accounts with us? Are you set up to access them online? ^Jimmy,2023-05-03,11:27:20,LloydsBank
"@ClareLogan78 Thanks for giving us more info Clare. What are they advising in the branch when you take the documents, and what documents have you taken? When did you last visit the branch? ^Anne",2023-05-03,11:19:04,LloydsBank
"@ClareLogan78 Hi Clare. Thanks for getting in touch. So we can advise you further, can you please give more info? Have you already applied for the account? If so, how did you do this e.g. online, in branch? Also, what account did you apply for? ^Katy",2023-05-03,11:08:50,LloydsBank
"@sherbert79 Thanks for trying. As our standard troubleshooting hasn't worked, you'd be best speaking with our online banking team on 0345 300 0116 (8am-8pm, 7 days a week). I'm sorry for any inconvenience. ^Claire",2023-05-03,10:34:01,LloydsBank
@sherbert79 Thanks and have you tried powering off your device and restarting it? ^Mike,2023-05-03,10:24:27,LloydsBank
@sherbert79 I'm sorry about this. Can I check that you're not using a VPN at all? Have you checked to see if there are any software updates available for your phone? ^James https://t.co/QCh3PtycmG,2023-05-03,10:18:49,LloydsBank
@sherbert79 Thanks for confirming. iOS version 12 and above is required for access. You should still be able to log on through the desktop site. I hope this helps. ^PaulR,2023-05-03,10:06:20,LloydsBank
@sherbert79 May I ask what type of device you're using and it's operating system version. DM if you prefer. ^Lara,2023-05-03,10:01:32,LloydsBank
@JulieAn45120257 Does the same issue happen on Wi-Fi and mobile data? Can you still log on through the desktop site? ^PaulR,2023-05-03,09:51:41,LloydsBank
@JulieAn45120257 Hi Julie. We're not aware of any issues with the app. Have you tried to fully close the app down from running in the background and then re-open it to see if this fixes it? ^Katy,2023-05-03,09:51:22,LloydsBank
"@sherbert79 Hi, I'm Laura. We are not experiencing any overall issues with our app today. What happens when you try to log on, do you get an error?",2023-05-03,09:45:27,LloydsBank
"@Ra10246 Hi. I'm Mary. Thank you for your message. Whilst you can still apply at a later date, there is no guarantee that your application would be successful.",2023-05-02,23:13:29,LloydsBank
"@Lksddday Just checking, are you able to get access to your Mobile Banking? ^Caroline",2023-05-02,21:07:25,LloydsBank
"@jenjenjjb You're welcome. If you need anything else, please get in touch again. ^Caroline",2023-05-02,21:05:05,LloydsBank
"@Lksddday Hi, I'm Jimmy. Thanks for reaching out. Thanks for reaching out. Can you try killing it in the background before trying it again? If that doesn't fix it, please uninstall/reinstall the app to see if it makes a difference.",2023-05-02,20:59:03,LloydsBank
"@Littlebearbell You’re welcome. If you need anything else, please don’t hesitate to get back in touch. ^Jimmy",2023-05-02,20:31:53,LloydsBank
"@Littlebearbell OK. If you give us a call on 0345 300 0116, one of my colleagues can remove the old devices. Lines are open 8am-8pm 7 days a week. ^Jimmy",2023-05-02,20:29:21,LloydsBank
@Littlebearbell What's the error message you're getting when you try to log on? Are you being told you've exceeded the number of devices? ^Jimmy,2023-05-02,20:25:00,LloydsBank
"@MatthewCarley4 Hi Matthew, I'm Delina. Thanks very much for your lovely tweet! We're really glad you're happy with the service you received. To pass this on, could you please DM the number you called from?",2023-05-02,20:10:14,LloydsBank
"@Ra10246 Hi there, I'm sorry to read your message. You can apply for an account at any time but we can't guarantee if this would be successful. ^Ronnie",2023-05-02,19:49:13,LloydsBank
"@ttwb80 I'm sorry this isn't working. We don't have an email address; however, if you can call our Club Lloyds team on 0345 303 0303 (8am-8pm Mon-Sat, 9am-6pm Sun), one of my colleagues can check this for you. I'm sorry again. ^Claire",2023-05-02,19:48:22,LloydsBank
"@florentinolc OK. We don't have access to your details through Twitter. I appreciate you've already tried; however, we'd need to ask you to contact our Helpdesk on 0345 300 0116 to look into it further. ^Jimmy",2023-05-02,19:30:10,LloydsBank
"@ttwb80 Hi there, I'm sorry to read your having issues with this. We're not aware of any problems, I'm afraid. Have you been able to try an alternative browser? ^Ronnie",2023-05-02,19:26:35,LloydsBank
@peterwhite_1 Apologies for this. The ISA team on 0345 835 7374 are available from 9am -5pm from Monday to Friday. ^Ronnie,2023-05-02,19:10:29,LloydsBank
"@peterwhite_1 Could you confirm what number you've been ringing, please? ^Graeme",2023-05-02,18:56:12,LloydsBank
"@Littlebearbell Hi there, I'm sorry to read your tweet. Can I please have a little info on the issue you’re having? ^Ronnie",2023-05-02,18:55:45,LloydsBank
"@joebloom00 Hi Joe. Thanks for getting in touch. Has it been more than 2 hours since you attempted the payment? If so, have you called on 0345 3000 000 as advised in the error message? ^Graeme https://t.co/QCh3PtycmG",2023-05-02,18:31:16,LloydsBank
"@WazzaB92 Hi Warren. I wouldn't expect this to cause an issue, but if you'd prefer to update the details, the DVLA should be able to fix this for you. ^Graeme",2023-05-02,17:55:11,LloydsBank
"@DarkMode_please Do you have multiple vouchers, &amp; if so, are you encountering the same issue with all of them? When do the vouchers expire? ^Graeme https://t.co/QCh3PtycmG",2023-05-02,17:41:32,LloydsBank
@peterwhite_1 Hi Peter. I'm sorry to hear you've had trouble when you called. What number were you ringing? Can you provide some more details on what you're looking to talk to us about? ^Jimmy,2023-05-02,17:39:34,LloydsBank
"@DarkMode_please Hi, I'm David. Thanks for getting in touch. We'll certainly try to help or point you in the right direction for further support. Can you let us know what happens when you try to use them please?",2023-05-02,17:23:38,LloydsBank
"@jenjenjjb Friday, you'll see it after 11:59pm today. I hope this helps! ^Claire. (2/2)",2023-05-02,16:37:18,LloydsBank
@jenjenjjb Hi Jen. Thanks for getting in touch. The app is up &amp; running at the moment. Payments to your credit card will be received within 2 hours. You'll see the payment on your statement by the end of the following working day. If you made your payment on (1/2),2023-05-02,16:37:05,LloydsBank
"@TheAshleyJones Glad to hear it, Ashley. Enjoy the rest of your day! ^Graeme",2023-05-02,16:20:45,LloydsBank
"@florentinolc That's strange; if they were able to confirm there was a problem with the account verification, I'd have expected they'd point you in the right direction. What exactly did they say? Were you advised to speak with the branch or Business team? ^Graeme https://t.co/QCh3PtycmG",2023-05-02,15:38:37,LloydsBank
@florentinolc Sorry to hear that. Did they offer any next steps or advise further on what to do next? ^James,2023-05-02,15:32:42,LloydsBank
"@polsgiscz Hi there, I'm Stephen, thanks for reaching out. Can you tell us what you're calling to discuss today, and what number you've called? Also, are you still on the line to my colleagues? Feel free to DM us with your reply if you prefer. Many thanks.",2023-05-02,15:29:11,LloydsBank
"@florentinolc I'm sorry this has happened. If you’re able to call the team again, a colleague can look to help. ^Ronnie",2023-05-02,15:19:23,LloydsBank
@florentinolc Thanks. Can I ask if you're directed to call us for further support in making your payment? ^Stephen,2023-05-02,15:16:31,LloydsBank
"@florentinolc Hi, I'm Stephen, thanks for getting in touch. While we're not aware of any issues, are you trying to do this via the app or the desktop site? Feel free to DM us with your reply if you prefer. Many thanks.",2023-05-02,15:13:51,LloydsBank
"@pppaaannng Ok, great! If you use the Message Us option, found in the Support menu of the app, you can ask one of my colleagues to close it down for you. I hope this helps. ^James M",2023-05-02,14:34:38,LloydsBank
"@pppaaannng Hi, I'm Jimmy. Thanks for reaching out. Are you set up to use our app?",2023-05-02,14:30:03,LloydsBank
@AliSam71 That's strange. We'd recommend use give us a call on 0345 3000 000 or message through the mobile app to look into this. ^Delina,2023-05-02,14:17:46,LloydsBank
"@AliSam71 Hi Alison, I'm Lynne. We're not aware of any issues today. Can you see the payment you made to your daughter leaving your account, what time did you send it? When and how did she pay the cash into her account? Thanks.",2023-05-02,14:08:11,LloydsBank
"@TraceyASmith1 Hi, I'm Delina. I'm very sorry for your experience. Have you raised your concerns with a staff member?",2023-05-02,12:59:51,LloydsBank
"@_SimonStone I have sent you a DM, Simon. ^Lynne",2023-05-02,11:52:06,LloydsBank
"@OliverBates188 Hi, Oliver. Thanks for getting touch. We'll certainly try to help. Are you trying to make a transfer between 2 accounts with ourselves or to a third party with an external account? When attempting this are you using the desktop site or mobile app? ^David.",2023-05-02,10:48:08,LloydsBank
"@agrindrod1 Can you try using a different browser, or device? We're not experiencing any general issues at the moment. ^Claire",2023-05-02,10:39:00,LloydsBank
"@Luccamurtoon Hi Lucca, I'm Lynne. I'm sorry to read your tweet, can you give more information on what has happened. Feel free to DM.",2023-05-02,10:26:02,LloydsBank
"@agrindrod1 Hi, I'm David. Thanks for messaging. We'll certainly try to help, or point you in the right direction for further support. Can you provide more info on what happens when you try to make the transfer, are you receiving an error or message on screen at the time? Many thanks.",2023-05-02,10:24:15,LloydsBank
"@Palmer888m My colleagues in branch can only accept a maximum of 10 bags per day Michael, this is the same for each customer that wishes to deposit coins in any of our branches. ^Stephen",2023-05-02,09:42:44,LloydsBank
"@Palmer888m Hi, I’m James M. To deposit coins in branch they'd need to be presented in bags, provided by the branch. You can deposit 10 bags per day, in the following ways: £1.00 in either 1ps or 2ps; £5.00 in either 5ps or 10ps; £10 in either 20ps or 50ps; £20 in either £1 or £2 coins.",2023-05-02,09:29:57,LloydsBank
"@2balint Hi there, I'm Lynne. I'm sorry to read your tweet. If your online banking has been blocked for security you should call the number which should be displayed on the screen to resolve this issue.",2023-05-02,09:22:01,LloydsBank
"@TheAshleyJones Thanks for clarifying, Ashley. I'd recommend speaking with our Online team on 0345 3000 116. They'll be able to check your details from our end to see what's happening, &amp; provide further guidance. ^Graeme",2023-05-02,09:14:56,LloydsBank
"@nstphillips if you DM us with your full name, post code, contact telephone number and which branch you can visit. Also include when the coins will be picked up. (2/2)",2023-05-02,08:25:49,LloydsBank
"@nstphillips Hi Nicholas, I'm Lynne. Thanks for getting in touch. This shouldn't be a problem, however you would need to order them in advance. You can do that in branch, over the phone or by sending a message via the support option in the app. We can also do this for you (1/2)",2023-05-02,08:25:39,LloydsBank
"@Eroomylime13 Hello, I’m James M. You’ll be able to find further information on this, as well as all support offered, on the following page: https://t.co/tUG8I9yFl9

You’ll be able to speak with our dedicated team directly, on 0800 0150012 (8am-8pm, every day) for further help. Thank you.",2023-05-02,08:21:53,LloydsBank
"To help support our #Deaf customers we work with @SignVideo who provide an online interpreter, so you can to talk to us online in #BSL to manage your everyday banking. Find out more about the service here: https://t.co/Tg0xXVxJsR #ByYourSide #DeafAwarenessWeek https://t.co/Vs9tnHtmpV",2023-05-02,07:00:12,LloydsBank
